sentence,target
Nie polecam nikomu tego hotelu wybralismy sie na kilka dni na urlop z dzieckiem wybralismy apartament na ostatnim pietrze w trzy gwiazdkowej czesci . Pokoj w miare przestronny ale tyle wanna z hydromasazem ale coz okazalo sie ze nie dziala . Pomijajac ze zglaszalismy oczywiscie nikt nie przyszedl to naprawic ale najlepsze to ze po godz 20 nie bylo wody zebg sie okapac . Paranoja rano prosilismy o zmiane pokoju okazalo sie ze nie ma takiej opcji . Jeden pkus to jedzenie bardzo dobre ale doczekac sie na zwolnienie stolika dramay . A w apartamencie ekspres do kawy jest chyba zeby wynagrodzic brak wody mielismy byc 5 dni ale po pierwszym dniu podziekowalismy . Pieniedzy oczywiscie nie chca wrocic,0
"W obecne wakacje spędziła m tydzień w Vili Anna . Nikomu nie polecam tego miejsca . Zarówno właścicielka , jak i menedżer bardzo problematyczni . Pobyt został wykupiony w ramach pakietu tzw . all inclusive soft . Do każdego obiadu i kolacji przysługiwały dwa napoje alkoholowe - szklanka piwa lub kieliszek wina . Obsługa odmawiała ich wydania , podając nielogiczne i nieracjonalne wytłumaczenia . Posiłki były monotonne , niedbale podane ( porozlewana zupa , za każdym razem ) , czasem wręcz spalone , niesmaczne . Do tego codzienne problemy z internetem , bieżącą wodą ( awaria dwa razy w ciągu tygodnia ) , brak oświetlenia w części sypialnej sprawiły , iż w hotelu czuła m się jak niechciany intruz , nie zaś gość . Bardzo odradzam , jedyny plus to bezpośrednia bliskość do plaży , dość brudnej nota bene . Serdecznie odradzam !",0
"Jest to etap procesu zakupowego , w którym konsument dzięki poszukiwaniom w internecie i obcowaniu z rekomendacjami innych użytkowników , podejmuje decyzję . Znajduje się on pomiędzy bodźcem zakupowym i zamknięciem sprzedaży , a w naszym przypadku zrobieniem rezerwacji . I tak bodźcami mogą być : rodzina , znajomi , współpracownicy , OTA , TripAdvisor , blogi , tradycyjna prasa czy media społecznościowe . Samymi zaś ZMOT : wyszukiwarki , mapy internetowe , portale opinii , przewodniki i również social media . Różnica jest taka , że teoretycznie wizyta na platformie zaliczanej do ZMOT , bezpośrednio prowadzi do ostatecznej rezerwacji .",0
"Dzisiaj klienci , czyli nasi goście , szukają czegoś innego niż to , co jest wszędzie . Co pan oferuje innego ? Staramy się być inni niż wszyscy . Założeniem naszego ośrodka jest SPA plus hotel . Wszędzie z reguły SPA jest dodatkiem do hotelu , u nas jest odwrotnie . SPA jest podstawą w szerokim wachlarzu odnowy biologicznej , masaży , rytuałów orientalnych oraz kompletu wyspecjalizowanych , wysokiej jakości usług kosmetycznych . A to , co się mieści pod sformułowaniem wellnes też oczywiście mamy , czyli basen , jacuzzi , sauny , łaźnie , grotę solną . Zna pan obiekt na Podkarpaciu , który oferuje podobny wachlarz usług ? Nie ma takiego . Może Arłamów będzie miał podobną ofertę , ale u nas jest inna skala obiektu . W maju będziemy mieć w ofercie 40 pokojów na 10 hektarach , a nie 250 . Oferujemy kameralność , intymność i najwyższy komfort .",0
"Lekarz , który nie przeprowadził wywiadu , nie zadał ani jednego pytania ( ! ) , zapoznał się jedynie z wynikami badań ( USG i badanie ogólne moczu ) i zamierzał tylko skomentować je w systemie . Tymczasem miała m kilka niepokojących objawów , o których nie zdążyła m opowiedzieć , bo pan doktor uznał widocznie , ze już wszystko wie i co więcej uznał , że żadna dodatkowa diagnostyka nie jest potrzebna ( bez wywiadu ! ) - w sytuacji kiedy dostała m zalecenie od swojej lekarki pogłębionej diagnostyki w kierunku nerek , na co wskazywały nieprawidłowości w obrazie USG , a zwłaszcza objawy które miała m . Nie polecam tego lekarza .",0
"Ogólnie nie polecam tego ośrodka , problemy z wentylacją w łazienkach po oknach leje się woda , cuchnie , w kabinach grzyb oraz pleśń , na meblach kurz , brak sprzątaczki aby wyrzuciła śmieci nie wspominając o braku wymiany ręczników . Posiłki nie dobre bez smaku , pojemniki z przyprawami brudne i posklejane , brak cukru w cukierniczkach , podczas posiłku trzeba się prosić o dołożenie talerzy oraz sztucy , mało tego jak poprosiła m kelnera o dołożenie jedzenia to jeszcze mi odpyskował więc chyba pomylił zawody ten Pan . SAUNNA - ludzie to jak zobaczyła m zastanawiam się czy wezwać tam sanepid , tylko tam nie idzcie bo się nabawicie jakiejś choroby . Szło by pisać i pisać ale chyba wam już wystarczy . . . . . totalna porażka",0
"Przebywali śmy w hotelu 14 dni w czerwcu . Jeździmy co roku na wakacje do Grecji i wiemy czego się można spodziewać . Ten hotel ma w ofercie cztery gwiazdki my jeździli śmy do trzygwiazdkowych i standard był o wiele lepszy . Pokoje w Grande Mare dość ładne . Nam trafił się dość duży chociaż na końcu więc trzeba było sporo się nachodzić do restauracji i na basen . Jeśli ktoś ma kłopoty z poruszaniem to nie polecamy bo sporo schodów . Łazienki jak to w Grecji . . . mały prysznic z zasłonką przyklejającą się do ciała . Sprzątanie kończyło się na wymianie ręczników . Przez okres dwóch tygodni nawet toaleta nie była zdezynfekowana . Ale to nie aż taki problem bo w pokoju nie spędza się wakacji . Cztery gwiazdki hotel ma chyba tylko za piękne widoki z okna pokoju jak i z basenu czy restauracji . Jeśli w takim hotelu wino bądź piwo do kolacji czy obiadu trzeba pić w plastikowych kubkach w restauracji to chyba jakaś pomyłka . Jedzenie nie najgorsze ale przez dwa tygodnie nie zjedli śmy nic greckiego poza souvlakami . Ryby jak na lekarstwo . Sos tzatziki był może ze dwa razy , brakowało oliwy z oliwek , sera feta czy jogurtu greckiego . Na śniadanie do wyboru bagietka jasna i ciemna , jednego dnia tylko był chleb tostowy chyba tracił ważność i dlatego nas nim karmili . Ze dwa razy jajka sadzone i jajecznica a tak to tylko jajka na twardo i kiełbaski . Na obiad jak zniknęła taca z mięsem to ratowali się i wykładali co mieli pod ręką . Obsługa ciągle opóźniona i jakby zdziwiona , że ciągle brakuje jedzenia . Łysy barman na basenie podając Ci kolejnego drinka pyta czy masz problem alkoholowy . Dwaj bracia jeden kelner a drugi barman na basenie są w porządku . Na basenie do wyboru z alkoholi wódka , ouzo , tsipouro i piwo lub wino . Kawa beznadziejna no chyba że płatna z ekspresu . Sok pomarańczowy z dystrybutora również płatny 5 euro . Okolica piękna , blisko do plaży . Polecamy tą z przejściem podziemnym cisza spokój i komplet leżaków za 5 euro , plaża hotelowa komplet za 6 euro . Hotel jest przy bardzo ruchliwej ulicy i trzeba bardzo uważać idąc na plażę . Jak na czterogwiazdkowy hotel to kiepsko i szkoda kasy .",0
"Przez okres od ostatniego pobytu zaszły zmiany , trochę na lepsze . Nowe pomosty , twarde nabrzeże , wiata grillowa . Tak dużo się robi ale przejdźmy do szczegółów : - pokoje sprząta się dopiero po wyjeździe gości - czyli kosz na śmieci pełen - pourywane wieszaki na papier toaletowy - brak półki ( urwana ) pod prysznicem - niedoprana pościelUwago dotyczą pokoju standard . Oświetlenie w pokoju chyba ze dwie żarówki 25W i koniec - półmrok - męczące . Jeden klucz do pokoju a jak się jest we dwoje to co wtedy ? - problem , wszędzie trzeba razem chodzić . Jedzenie - podobno smaczne ale mnie nie smakowało . Na uzupełnianie stołu szwedzkiego na śniadaniu trzeba czekać . Widać ogrom włożonej pracy a ponieważ był em tam 3 lata temu to widzę różnicę . Na pewno jest czyściej . Jako punkt wypadowy bardzo dobre miejsce . Jednal gdyby ktoś przyjeżdżał tam polecam apartament tylko nie w częsci nad kuchnią - za głosno .",0
"Zęby u tej Pani prostowała m kilka dobrych lat temu . Wyprostowały się , ale muszę zakładać na noc nakładki a minęło sporo lat . Zęby nadal nie są stabilne . Myślę , ze za szybko zdjęła mi aparat . Drucików nie wymieniała , bądz b . rzadko . W dolnej szczęce szpara między zębami pozostała a miało jej nie być . W podejściu do pacjenta nie miła , kpiąca . N",0
"Niestety , dr Opławski nie pomógł mi . Mieszkam w małym mieście gdzie szpital ma fatalną opinię , dlatego po stwierdzeniu przy okazji kontrolnego USG ginekologicznego , wielokomorowej torbieli jajnika ( o rany co to jest ! pani doktor spytała też czy moje dzieci są już dorosłe ) , postanowiła m poszukać dobrego lekarza , który mnie zoperuje . Pan dr Opławski reklamuje się jako specjalista również ginekologii onkologicznej , i na podstawie jego dobrych opinii zdecydowała m powierzyć mu własne zdrowie . Po wizycie prywatnej , na której okazało się że super USG nie działa , a na dostępnym drugim aparacie zdjęcia wyszły gorsze niż u mojego ginekologa na prowincji , umówili śmy się na wizytę w przychodni szpitalnej , miała m mieć przeprowadzone dokładne badanie i ustalony plan i zakres zabiegu operacyjnego.tzn . czy ma być radykalny , czy przygotowujemy wcześniej jelita ( na wypadek raka ) Dodam , że wyjazd do Krakowa to dla mnie problem ( i koszt ) ze względu na to iż samotnie wychowuje 3 dzieci w tym jedno niepełnosprawne . Na ustalonym terminie wizyty , która trwała może 2 minuty , doktor powiedział na podstawie poprzednich badań , cytuję "" nie wygląda to tak bardzo strasznie "" i wyznaczył mi termin zabiegu . Musiała m na swój koszt wykonać wszystkie badania przed operacją i ostatecznie okazało się , że operację przeprowadził inny lekarz , nie usunął jajnika ( ? ? ? ) , chociaż jestem po menopauzie i nie rozumiem po co mi on , tylko wyłuszczył torbiel . Histopatologia niby niepodejrzana , ale po operacji cały czas źle się czuję , a po 4 miesiącach znowu stwierdzono na tym jajniku okazałą torbiel !",0
"Zdecydowanie ciekawe wnętrza , schludnie , ciepło , przyjaźnie . Dopłata za widok na jezioro . Świetne śniadanie - nie do podważenia . Oferta SPA niestety krótko czynna i trzeba się dobrze spieszyć , żeby skorzystać z niej przy wyjeździe typowo biznesowym . Restauracje hotelowe ( dwie ) dosć ciekawe , chociaż nie całkiem tak sfocusowane jak przedstawia to obsługa . Restauracja w lobby nie jest całkiem azjatycką , a zewnętrzna nie jest całkiem ' Polska' . Widok i otoczenie jeziora - na plus . Jednak z drugiej strony hotelu są tory kolejowe - słychać je często . Brak takiego typowo hotelowego parkingu , goście parkują tak po prostu wokół budynku , jeden samochód tu , drugi tu - jak pasuje . Obsługa stara się być miła , jednak brak doświadczenia ( recepcja ) . Czysto , schludnie , ogólnie polecam . Lokalizacja - raczej typowo dla klientów zmotoryzowanych .",0
"Obsługa jest fatalna , niemiła . Jakość hostelu to zupełna porażka . Nie polecam . W jednym z dwóch pryszniców ( przeznaczonych dla ok . 50 osób , co już samo w sobie świadczy o jakości hostelu ) była dziura , przez co wody w łazience było po kostki . Nikt z pracowników nawet nie pofatygował się , aby cokolwiek z tym zrobić .",0
"Lokalizacja super , wszędzie blisko , obsługa miła , cena ok , czysto i na tym koniec plusów tego miejsca . Śniadanie w cenie to kpina ! W recepcji na czas śniadania stawiany jest parawan i to jest prowizoryczna kuchnia . Kawa , herbata z mikrofalówki , chleb tostowy i dżemik . . . jeśli czegoś samemu nie dokupisz , będziesz chodzić głodny . Nie ma nawet miejsca , żeby usiąść , trzeba "" śniadanie "" zabrać do pokoju , gdzie i tak nie ma do jedzenia warunków . Łóżko potwornie niewygodne . Musielismy ściągnać sam materac na podłogę , żeby w ogóle jako tako się wyspać . Nie ma w hotelu klimatyzacji - co dla mnie zupełnie nie jest warunkiem koniecznym - w gorące dni należało otwierać okno , ale jak się okazało , hotel znajduje się nad restauracją i wszystkie bardzo intensywne zapachy jedzenia lądują w pokoju . Brak miejsca parkingowego . Podsumowując , nie polecam !",0
"OSTRZEŻENIE ! ! ! ! nocował em z 30 na 31 lipca , pogryzły mnie PLUSKWY w pokoju na I pietrze , pokój 105 czy 108 , 300 ukąszeń , wydane pieniądze na leki i maści , brak rekompensaty , hotel w dziwnym miejscu , strach wychodzić wieczorem , na ciepłą wodę trzeba poczekać jakiś czas , kiepski standard pokoi , nocował em również w zimie , przez okna wieje . ALE najgorsze to te PLUSKWY ! ! ! ! żeby w Polsce w dzisiejszych czasach . . . zdecydowanie odradzam i nie polecam",0
"Mimo że jest prośba o nie zapraszanie osób z zewnątrz to niestety nam zdarzyła się taka wizyta . W łazience czekał na nas karaluch . Pozostawiło to niesmak i obniżenie noty za czystość . Na plus : Kameralny , cichy i ładnie urządzony pokój . Duże , wygodne łózko . Apartamenty mieszczą się w starym ale odnowionym budynku . Aneks kuchenny niewielki ale wystarczający . Wi - fi działa bez problemu . Świetna lokalizacja .",0
"Nie wiem może jesteście zadowleni z tego lekarza ale ja opiszę swoja sytuacje . Rok temu zaczęło się przedszkole i moja croka zaczęla chodzić do przedszkola w grudniu zaczęla gorączkować dośc wysoko bo to bylo ponad 39 stopni wezwała m lekarza żeby zobaczył co sie dzieję ponieważ wczesniej trafiła m tez do P . Stasiuka to juz mialam nr do niego przyjechal stwierdził że jest infekcja osluchał ją dokładnie zapalenia oskrzeli nei bylo , nie przepisal nic po czym powiedzial zeby dac leki przeciwbólowe i gorączkowe , ok podawalismy to ale bylo jeszcze gorzej kaszle katar oslabienie nie jadla nic 2 tyg tak ciagnęlam z tym lekarzem . PRZYPONE ZE SPECJALIZUJE SIE W OSKRZELACH I PLUCACH znów osłuchal i nic wyslal nas na badanie krwi po czym okazało sie że dzicko ma ( juz nei pamietam czy za duzo czy za malo ) lekarz sie przerazil i dal nam skierowanie do szpitala bo uważał że tojest cos z bailaczką , my w starchu do lekarza na Lwowskiej wysiedizlam sie 6h robili badania od nowa lekarka mloda wzieła za sluchawke i jak uslyszala te szumy to juz nie oskrzela tylko płuca . . . . . były chore . . . jeśli uważacie że P . Stasiuk ktory jest specjalista w oskrzelach i płucach ktory nei wysłuchał szmerów i zrobił to co zrobil ok to chodzcie do niego . . . ja juz z tymi jego wizytami i z tym ze teorii snuje na kazdy temat co wizyta co innego - SKONCZYLAM !",0
"Miasto Zamość otoczone murami obronnymi , fortyfikacjami z urokliwą starówką . W samym centrum w zabytkowych kamienicach wita nas Hotel Mercure Zamość . Recepcja razem z lobby znajduje się na zadaszonym dziedzińcu , restauracja wraz z barem położona jest pod arkadami co nadaje jej dodatkowego uroku . Zameldowanie do pokoju odbyło się bez najmniejszego problemu , otrzymali śmy klucze do pokoju gdzie ku naszemu rozczarowaniu jako klient Gold Accor otrzymali śmy pokój który był mniejszy od łazienki , dookoła łóżka było około 0 , 5m co w znaczącym stopniu uniemożliwiało przemieszczanie się po pokoju . Sam pokój był jednak czysty i umeblowany zgodnie ze standardem . Ze względu na brak klimatyzacji na wyposażeniu pokoju znajdował się wiatrak bardzo znacząco poprawiający atmosferę . Łazienka z wanną ręcznikami i zestawem kosmetycznym . Korytarze w hotelu stanowią istny labirynt który pierwszego dnia zdawał się być nie do okiełznania . Mimo to panująca atmosfera i gościnność sprawiały bardzo przyjazną atmosferę . Dodatkowo na drugim dziedzińcu jako atrakcja jest kino plenerowe pod chmurką . Śniadania w formie bufetu gdzie dodatkowe dania serwowane są w ramach bufetu . Jedyny minus to brak dostępu do gastronomi w trakcie imprez zamkniętych , gdzie w tedy kuchnia nie obsługuje gości indywidualnych .",0
"Hotel robi wrażenie pod każdym względem . Ja niestety trafiła m na dużą konferencję gdzie impreza przez całą noc były imprezy na balkonach , pokojach co sprawiło że komfort pobytu był niski . Polecam firmo i rodzinom - Parom i osobom szukających ciszy i spokoju już nie",0
"Pokoje w mniejszym budynku są na 3 poziomach . Pokoje duże , ale archtektonicznie cudaczne . Dojście z korytarza do pokoju również schodami . Windy malutkie i niewielka ilość . Poza budynkiem głównym dojeżdżają jakby między piętrami . Restauracja w głównym budynku wyglądająca jak duża stołówka . Również zmieszane zapachy wielu potraw nie zachęcały do dłuższego pobytu . Mało miejsca na tarasie . Jedzenie ok , ale gdy w menu były krewetki i owoce morza to trzeba było poczekać w kolejce . Wejście do morza poprzez małe kamienie ok . 2 metry . Łazienka duża , ale dziwna . Maly wydzielony prysznic . Łazienka oddzielona jest od pokoju szklanymi drzwiami i jeśli chcemy skorzystać w nocy to rozświetlona jest cała łazienka .",0
"Dysponujący 400 miejscami zakład gastronomiczny powstał z połączenia funkcjonujących w hotelu lokali : baru i restauracji . Gospody Ludowe , takie jak w hotelu Bristol i innym warszawskim hotelu – Polonii , w zamyśle miały stać się popularnymi i tanimi miejscami , do których mogli by uczęszczać przedstawiciele „ świata pracy ” odbudowującej się po zniszczeniach stolicy . „ Równorzędną co do znaczenia rolę odgrywają w życiu mieszkańców Warszawy gospody ludowe i zamknięte stołówki pracownicze . W obu wypadkach , obok troski o racjonalne żywienie , zwraca się baczną uwagę na architekturę wnętrz . Typowym przykładem rewolucji na tym odcinku jest oddanie do użytku świata pracy restauracji w hotelu Bristol , będącej przed wojną domeną rodzimej burżuazji i plutokracji . Dziś Bristol i Polonia dostępne są dla każdego .",0
"ładne otoczenie , plaża , molo , półwysep cały na spacery . . . a reszta bez komentarza . . . jedzenie , spa , obsługa . . . czytając inne recenzje to mam wrażenie , że jestem pechowcem ( przynajmniej mam taką nadzieję . . . )",0
"Największym atutem tego hotelu jest lokalizacja . Niewielka odległość od Olsztyna , nad jeziorem w lesie . Dla pragnących ciszy i spokoju wydawało by się idealne miejsce . Uwaga nie w wakacje . W lipcu 2015 były tam zorganizowane kolonie . To wyklucza cisze i spokój odpoczynek i wszelkie z tym związane problemy . Totalny nieład i bałagan , brak organizacji i wiele rzeczy na styku wytrzymałości , prawie się rozwala . Właściciel ma na to jedno lekarstwo . Taśma klejąca , którą wiąże się praktycznie wszystko co się zaczyna rozwalać . W pomieszczeniach ogólnodostępnych tam gdzie jest bilard , ping - pong i kręgle brudno i wiele rzeczy poniszczonych . Basen i sauna ładne tylko na zdjęciach . Jedzenie jak sie ktoś spóźni to zabraknie . Ogólnie nie polecam . Stanisław",0
"Hotel , nie ma statusu hotelu , tylko jest domem wczasowym / pensjonatem Ładny obiekt , sprawia pozytywne wrażenie zaraz po wejściu do recepcji . Strefa wellness nie zachwyca , jest basen ale bardzo mały , brodzik dwie sauny i mocno zniszczone jakuzzi . Woda w basenie mogła by być cieplejsza . Tor do kręgli bardzo mocno zniszczony , depczą po nim dzieci . Jedzenie ok . Dla każdego coś miłego . Pokoje bardzo podniszczone , standardowy jest bardzo mały , łazienka dosyć duża , duży pokój różni się tylko tapetą , ściany nie widziały farby dosyć dawno , we wszystkich pokojach są balkony . W budynku jest winda , parking darmowy . Dojazd do hotelu jest słabo oznaczony na głównej ulicy , ostatnie ok . 200 m . trzeba przejechać polną drogą , wyboistą , kamienistą , więc pierwszy raz można pobłądzić . Pobyt sierpień 2012 r .",0
"Zgadzam się z poprzedniczką . Miejsce bardzo fajne nawet na wakacje z dziećmi ( można zorganizować rejs gondolami , wycieczki rowerowe jest basen ) niestety animacje na poziomie beznadziejnym . . . Nie widziała m jeszcze tak słabych animacji , dzieci zwijały się po chwili bo rodzice sami widzieli że nie ma to sensu . . szkoda bo zastanawiała m się nad powrotem z dziećmi , ale dla mnie animacje są bardzo ważne , bo mogę wtedy w spokoju zostawić dzieci i sama skoczyc np na spa ; ) Dodatkowo przydała by się lepsza siłownia : )",0
"Dno ! ! ! Zagrzybiony basen , jacuzzi czarne od brudu i zepsute , pokoje obskurne i niesprzątane , obok trasy pociągów - jak przejeżdża pociąg nie słychać własnych mysli , generalnie bród smród i ubóstwo . Otoczenie zaniedbane , zero trawy , łaty piachu , w lesie śmieci , szyba w drzwiach balkonowych w moim pokoju z obchodami ptaków , a w kącie na balkonie góra poetów . Dała m się oszukać , naiwnie myślała m , że w cywilizowanym kraju takie rzeczy nie mają miejsca tymczasem rzeczywistość przerosła najgorsze wyobrażenia . Ludzie omijajcie to dziadostwo z daleka",0
"Pojawia się coraz więcej możliwości reklamy . Oznacza to większy zwrot z inwestycji , ale też wyższe koszty . Jeśli weźmiesz pod uwagę reklamę w wyszukiwarkach , w platformach metasearch , remarketing , opłaty za channel manager i podobne wydatki to bardzo łatwo jest się pogubić i przepłacić . Jest to delikatny temat i każdy hotel powinien być analizowany indywidualnie . Moją złotą zasadą jest , że koszt nabycia powinien być na poziomie połowy średniej prowizji płaconej OTA . Jeśli więc hotel płaci średnie prowizje 22 % , to 11 % w celu ściągnięcia rezerwacji bezpośredniej jest dobrym CTA ( cost per acquisition ) . Jaka jest Twoja prognoza na 2016 rok ? Jakie trendy mogą okazać się innowacyjne lub przynieść nowe możliwości sprzedaży ? Platformy metasearch stają się istotne .",0
"Hotel posiada trzy gwiazdki i taki właśnie jest . W sam raz , aby się przespać i pojechać dalej . Pokoje czyste , pościel również , szkoda tylko że dla trzeciej osoby nie było zwykłego łóżka ale kanapa tzw . wypoczynek obity dermą . Położenie bezpośrednio na tym prześcieradła skutkowało praktycznie spanie na dermie , bo wiadomo w nocy człowiek się kręci i wszystko sięprzesuwa . W hotelowej restauracji można zjeść ciepły i smaczny posiłek . Natomiast żeby zasnąć trzeba być bardzo zmęczonym . Jeśli traficie na pokój z oknami wychodzącymi na ulicę to żegnaj słodki śnie . Pod oknami w każdym dniu tygodnia miejscowa młodzież obojga płci drze gęby jakby ich ze skóry obcierali , samochody jeżdżą wyjątkowo głośno bo to skrzyżowanie ruchliwych ulic , a o szóstej rano pobudka przez ratuszowy zegar",0
"Ja mam zupełnie odmienne zdanie . Mi akurat odmówiła przyjęcia dziecka i kazała przyjść na drugi dzień , pomimo , że wcale nie była pełna poczekalnia . Z wcześniejszych u niej wizyt też mam nie najlepsze odczucia , mruczy coś pod nosem , mało co mówi . Zdecydowanie nie polecam tej pani doktor .",0
"Piszę opinię , ponieważ miała m okropne doświadczenie ze współpracą z tym hotelem . Musiała m zarezerwować pokoje dla dużej grupy osób , ale w ostatniej chwili pani na recepcji , nawet nie informując swojego szefa , anulowała rezerwację . Pomimo prośby o kontakt do szefa , nadal go nie dostała m . Strasznie nie profesjonalnie się zachowywała . Przyczyną było to , jak ona powiedziała , że nie mogła ze mną się porozumieć i namawiała mnie na anulowanie rezerwacji , a później dostała m od niej maila , że anulowali mi rezerwację na 40 osób . Proszę dobrze rozważać współpracę z tym hotelem , jeżeli Państwo chcą zorganizować jakieś poważne spotkanie biznesowe , ponieważ niestety nie będzie to na odpowiednim poziomie .",0
"Na zdjęciach wszystko ładnie , lecz w rzeczywistości wszędzie brud . Najgorsze miejsce jakiekolwiek widziała m . Bardzo nie miła obsługa , która kazała mi zapłacić za noc w tym syfie . Brało na na wymioty jak jak pokazali nam pokój w którym mieli śmy spędzić cały tydzień wolnego . LUDZIE OMIJAJCIE TEN PENSJONAT , nie dajcie się zrobić w przysłowiowe bambuko . Widzę że wszystkie pozytywne opnie wystawione są przez znajomków właścicieli . Ta blondyna ( chyba Kasia ) jest bardzo nie uprzejma dla gości , krzyczy ciągle i kłóci się z swoim facetem przy gościach . Zapłacili śmy zaliczkę , więc jedna noc w tym syfie spędzona , z rana jak najszybciej ucieczka z tego miejsca .",0
"Ten Hotel to jest kpina z klienta . Hotel jedynie ładnie wygląda na zdjęciach i z daleka . Zdjęcia były robione dawno temu jak powstał ten hotel i nie aktualizowane do tej pory . Wystarczy tylko wejść do środka i czar pryska . Wszechobecny syf , obsługa w recepcji zachowująca się jakby nie wiedziała co tam robi , zimna woda i brak ogrzewania w pokojach to tylko niektóre z rzeczy które mnie osłabiły . Obsługa w recepcji nie ma pojęcia gdzie są pokoje przez co od razu na początek zwiedzili śmy cały hotel w poszukiwaniu pokoju , który znajdował się na drugim końcu budynku . Korytarze są ciemne , tapeta odpadała ze ścian i wykładzina była ubrudzona jakby ktoś się na nią zrzygał lub zlał . W pokojach nie grzeją i panuje chłód . Wykładzina brudna i poplamiona . Nie działająca klimatyzacja , a po reklamacji w recepcji dostawali śmy informację , że będzie dopiero ciepło po 18 : 00 a w rzeczywistości przez cały pobyt nic nie grzało i było zimno w pokojach . Tapety w pokojach odpadały i były krzywo posklejane . Instalacja elektryczna na wierzchu , że strach cokolwiek dotknąć . Sprzęt stary , telewizor chyba 10 calowy – kineskopowy , który odbierał może z 2 stacje na krzyż . Fotele wytarte , a w środku pod siedziskiem tylko grzyb i pleśń . Po podłączeniu lodówki do prądu zaczęła bardziej hałasować niż kosiarka spalinowa . Lodówka wydawała ogromny hałas i nic nie chłodziła … po poinformowaniu o tym fakcie Pana w recepcji otrzymali śmy informację , że trzeba było przy rezerwacji powiedzieć że się chce mieć lodówkę w pokoju . Bo jak nie to oni zamieniają działające z nie działającymi lodówkami do takich pokoi gdzie ktoś chciał żeby tam była … To są słowa recepcjonisty ! Jak to usłyszał em to nie wiedział em co powiedzieć . Na to wychodzi , że o wszystko trzeba prosić przy rezerwacji nawet o ciepłą wodę ? ! Żenada … Brak czajnika , szklanek i sztućców w pokoju co nie wspomnę , że to jest standard wyposażenia pokoi . Brak zamka w drzwiach od łazienki , Zimna woda w kranach przez co mycie się było nie możliwe . Jedyne źródło ciepła to grzejnik w łazience na prąd , ale za dużo to nie dawało bo i tak cały czas była wilgoć . Wanna wykonana z słabej jakości plastiku co pod ciężarem nalanej wody trzeszczała i strzelała . Podłoga na balkonach jakby była dopiero wylana , aż się zastanawiał em czy to jest jeszcze świeży beton … Okno balkonowe trzeba było umiejętnie otwierać bo jak nie to całe skrzydło wypadało . Nie mogę się przyczepić do łóżek bo były bardzo wygodne i solidne . Prowizoryczne naprawy na szarą taśmę klejącą to jest to co już od progu rzuca się w oczy . Na kręgielni z 3 torów działają tylko 2 . Z czego jeden który mieli śmy przyjemność mieć był wybrakowany . Po pierwsze nie było jednego kręgla , czyli nie dało się zbić wszystkich kręgli bo komputer twierdził że nadal tam stoi ten którego nie ma i już . I mogli śmy być świadkami lewitujących kręgli zawieszonych z 5 cm nad ziemią przez maszynę . Stoły do bilarda były stare i zniszczone oraz miały ponadrywany materiał … Na kilka zestawów do gry w bilard tylko jeden był kompletny i miał wszystkie bile . Stół do ping ponga zniszczony i z jednej strony jakby wygryziony . To był sprzęt którego lepiej nie dotykać bo się rozpadnie . Stół od piłkarzyków był źle wypoziomowany przez co jednej osobie ciągle wlatywała piłka do bramki nawet jak nic nie robił ale za to druga osoba musiała się nieźle napocić żeby zdobyć punkt . Jazda windą przypominała jazdę jaką widzieli śmy w „ Szpitalu na perypetiach ” , no i ostatniego dnia winda odmówiła posłuszeństwa . Nie mogę się przyczepić do jedzenia bo było dobre i dużo . Tylko obsługa nie wiem po co czekała aż zje się wszystko do ostatniego okruszka , zanim jak widzą , że coś się kończy to już iść po jedzenie żeby dołożyć na stół szwedzki ? I podobna sytuacja była podczas ogniska z kiełbaskami . Musiało zabraknąć talerzyków , keczupu i musztardy żeby ktoś przyniósł i dołożył .",0
"Pan Doktor bardo rzetelnie podszedł do mojego schorzenia , dokładnie wytłumaczył jak powinno wyglądać dalsze leczenie . Za krótko od wizyty , po następnej będzie można napisać więcej . Na chwilę obecną trzy gwiazdki z rokowaniem na cztery . Mam nadzieję że rokowania co do wyleczenia mojego schorzenia też będą takie pozytywne . Pozdrawiam .",0
"łazienki ok , to duży plus ale reszta słaba . Niesamowity hałas od ulicy , wykładzina okropnie śmierdziała prawdopodobnie od nadmiaru środków czystości i wilgoci , ten nieprzyjemny zapach został w nozdrzach na długie godziny . Ale najgorsze . . . materac na górnym łóżku piętrowym miał ogromną żółtą plamę . Był ułożony brudną stroną w dół więc osoba śpiąca na dole , musiała się "" cieszyć "" jego widokiem . Według mnie to przegięcie . Na szczęście w hotelu spali śmy tylko jedną noc .",0
